paper_id,class_id,is_train
0,2,1
1,0,1
2,0,1
3,0,0
4,5,0
5,0,1
6,0,1
7,0,1
8,9,0
9,9,0
10,2,1
11,4	8,1
12,4,1
13,1,1
14,0,1
15,0,1
16,0,1
17,0,0
18,0,0
19,6,1
20,4,1
21,0,1
22,2,1
23,4,1
24,5,1
25,4,0
26,0,1
27,0,1
28,8,1
29,8,1
30,8,1
31,1	4,1
32,8,1
33,8,0
34,8,1
35,1	4,0
36,4,1
37,1,0
38,0,1
39,4,1
40,4,0
41,4,0
42,0,1
43,2,1
44,2,1
45,3,1
46,1	4,1
47,4	8,0
48,4	8,1
49,7,0
50,4,1
51,4,1
52,4,0
53,7,0
54,5,1
55,0,1
56,0,1
57,4,1
58,9,1
59,4,1
60,1,0
61,4,1
62,3,0
63,3,1
64,0,1
65,0,1
66,1,1
67,0,1
68,5,1
69,0,1
70,1	4,1
71,7,1
72,1,1
73,5,1
74,2,0
75,1,1
76,1,1
77,1,1
78,0,1
79,0,1
80,4,1
81,7,1
82,0,1
83,0,1
84,3,1
85,7,1
86,7,1
87,4,1
88,2,1
89,2,1
90,1,0
91,6,1
92,0,1
93,7,1
94,5,0
95,7,1
96,0,1
97,7,1
98,2,1
99,7,1
100,7,1
101,2,1
102,7,0
103,0,1
104,0,1
105,0,1
106,0,1
107,4,1
108,0,0
109,0,1
110,7,1
111,0,1
112,0,0
113,0,0
114,0,1
115,3,0
116,0,1
117,0,1
118,0,1
119,1,1
120,7,0
121,0,1
122,7,1
123,0,1
124,7,1
125,9,1
126,1,1
127,1,1
128,8,0
129,8,1
130,0,0
131,0,1
132,1,1
133,0,1
134,7,0
135,0,1
136,0,1
137,0,1
138,0,1
139,2,1
140,6,1
141,6,1
142,1,1
143,8,1
144,7,1
145,8,0
146,8,1
147,7,1
148,4,0
149,0,1
150,0,1
151,0,1
152,2,1
153,7,1
154,7,1
155,7,1
156,7,0
157,2,1
158,2,1
159,4,1
160,4,1
161,0,1
162,0,1
163,0,0
164,4,1
165,4,1
166,0,1
167,1,1
168,0,1
169,7,0
170,0,0
171,0,0
172,0,1
173,1	4,0
174,0,0
175,0,1
176,0,1
177,8,1
178,1,1
179,2,1
180,8,1
181,1	4,1
182,0,1
183,0,1
184,3,1
185,9,1
186,0,1
187,0,1
188,0,1
189,0,1
190,0,1
191,1,1
192,8,1
193,2,1
194,1,1
195,0,1
196,0,1
197,0,1
198,0,1
199,0,1
200,0,1
201,0,1
202,0,1
203,0,1
204,0,0
205,6,1
206,6,1
207,7,1
208,1,1
209,0,1
210,0,1
211,5,1
212,0,1
213,1,1
214,1,1
215,8,1
216,0,1
217,1,1
218,6,1
219,1,1
220,0,1
221,0,1
222,1,0
223,4,1
224,0,1
225,0,1
226,2,0
227,2,1
228,2,0
229,8,1
230,7,1
231,8,1
232,7,1
233,4,1
234,3,1
235,0,0
236,0,1
237,4,1
238,0,1
239,0,1
240,6,1
241,0,0
242,0,0
243,1,1
244,4,1
245,3,1
246,4,1
247,1,1
248,6,0
249,6,1
250,2,0
251,7,1
252,7,0
253,0,1
254,4,0
255,4	8,1
256,0,1
257,0,0
258,1,0
259,7,1
260,4,1
261,3,1
262,3,1
263,2,1
264,2,1
265,5,1
266,5,1
267,0,0
268,0,0
269,2,1
270,3,1
271,3,1
272,2,1
273,7,0
274,4,1
275,7,0
276,5,1
277,2,1
278,4,1
279,7,1
280,4,1
281,0,1
282,0,1
283,1,1
284,0,0
285,4	8,1
286,4,0
287,0,0
288,4	8,1
289,4	8,1
290,9,1
291,0,0
292,0,1
293,4,0
294,0,0
295,0,1
296,1,1
297,1,1
298,1,1
299,4,0
300,0,1
301,1,1
302,1,0
303,2,0
304,1,1
305,0,1
306,1,1
307,1,1
308,6,1
309,0,0
310,6,1
311,0,1
312,0,1
313,7,1
314,7,1
315,2,1
316,8,1
317,5,0
318,0,0
319,0,1
320,0,1
321,0,0
322,0,1
323,9,1
324,9,1
325,2,1
326,2,1
327,0,1
328,9,0
329,5,1
330,3,1
331,0,1
332,7,0
333,7,1
334,1,1
335,0,1
336,1,1
337,2,1
338,4,1
339,1,1
340,3,1
341,3,1
342,4	8,1
343,4,1
344,1,1
345,0,0
346,0,1
347,0,1
348,7,1
349,1,1
350,1,1
351,0,1
352,0,1
353,0,1
354,0,1
355,8,0
356,6,0
357,6,1
358,6,1
359,6,0
360,0,1
361,0,1
362,0,1
363,7,1
364,3,0
365,0,1
366,0,1
367,0,1
368,4	8,0
369,4	8,1
370,0,0
371,3,1
372,8,1
373,5,0
374,0,1
375,3,1
376,3,1
377,0,1
378,3,1
379,4,1
380,4,1
381,1	4,1
382,0,1
383,4,1
384,4,1
385,0,1
386,0,1
387,9,1
388,1,1
389,5,0
390,6,1
391,8,1
392,6,1
393,0,1
394,0,1
395,1,1
396,0,0
397,0,1
398,0,1
399,0,1
400,0,0
401,9,1
402,9,1
403,0,1
404,0,1
405,4	8,1
406,4	8,1
407,4,1
408,4	8,0
409,0,1
410,0,1
411,1,1
412,0,0
413,4	8,0
414,4	8,1
415,0,1
416,1	4,1
417,3,1
418,8,0
419,2,1
420,0,1
421,4,1
422,0,1
423,0,0
424,0,1
425,0,1
426,0,1
427,0,1
428,0,1
429,1,1
430,0,1
431,0,1
432,0,1
433,2,1
434,0,1
435,0,0
436,0,1
437,1	4,1
438,0,1
439,0,1
440,4,1
441,4,1
442,0,0
443,0,1
444,0,1
445,5,0
446,5,1
447,7,0
448,4	8,1
449,0,1
450,1,1
451,8,1
452,0,0
453,1,1
454,4,1
455,9,0
456,9,0
457,7,1
458,7,0
459,4,1
460,3,1
461,0,1
462,1,0
463,3,1
464,0,1
465,1,1
466,2,0
467,6,1
468,3,1
469,0,1
470,4	8,1
471,1	4,1
472,0,1
473,0,1
474,0,1
475,0,1
476,0,1
477,4,0
478,1,1
479,2,1
480,2,1
481,0,1
482,0,1
483,0,1
484,0,1
485,0,1
486,0,1
487,0,1
488,0,1
489,0,0
490,0,0
491,5,1
492,0,1
493,0,1
494,4,0
495,7,1
496,4,1
497,1,0
498,0,0
499,0,1
500,0,1
501,1,1
502,0,1
503,9,1
504,7,1
505,2,1
506,0,1
507,4,1
508,5,0
509,0,1
510,7,1
511,0,1
512,0,1
513,0,1
514,0,1
515,0,1
516,0,1
517,0,1
518,0,1
519,7,1
520,1,1
521,0,1
522,0,1
523,0,1
524,0,0
525,6,1
526,2,1
527,0,1
528,5,1
529,4,1
530,0,1
531,0,1
532,2,1
533,1,1
534,1,0
535,0,1
536,2,1
537,5,0
538,7,0
539,7,0
540,8,1
541,2,0
542,7,1
543,1,1
544,8,1
545,2,1
546,1,1
547,8,1
548,1,1
549,7,0
550,0,1
551,0,1
552,3,0
553,3,1
554,0,1
555,0,1
556,3,1
557,0,1
558,0,1
559,2,1
560,0,1
561,2,1
562,4,1
563,1	4,1
564,4,1
565,4,1
566,0,0
567,0,0
568,9,1
569,2,1
570,9,1
571,9,1
572,9,1
573,7,1
574,0,0
575,7,1
576,0,1
577,0,0
578,4,1
579,0,1
580,0,1
581,5,1
582,0,1
583,4	8,1
584,0,1
585,9,0
586,7,1
587,8,1
588,8,1
589,8,1
590,0,1
591,0,0
592,0,1
593,1	4,1
594,4,1
595,4,1
596,5,1
597,5,1
598,0,1
599,0,1
600,0,1
601,0,1
602,0,1
603,0,1
604,0,1
605,1,0
606,1,1
607,1,1
608,1,1
609,8,1
610,0,0
611,0,1
612,0,0
613,0,1
614,2,1
615,9,1
616,2,1
617,0,1
618,1	4,1
619,5,1
620,5,1
621,5,1
622,5,1
623,5,1
624,0,1
625,6,1
626,0,1
627,7,1
628,0,1
629,0,1
630,7,0
631,7,1
632,0,1
633,0,1
634,2,1
635,2,1
636,6,1
637,4,0
638,1	4,1
639,2,1
640,1	4,1
641,1	4,1
642,1	4,1
643,0,1
644,1	4,1
645,1,1
646,1,1
647,7,1
648,7,1
649,0,1
650,1,1
651,5,1
652,0,0
653,0,0
654,8,1
655,2,1
656,0,1
657,2,1
658,0,1
659,0,1
660,3,1
661,4	8,1
662,0,1
663,1,1
664,4,1
665,0,0
666,4,1
667,4,1
668,4,0
669,9,1
670,1	4,1
671,3,1
672,3,1
673,0,1
674,0,0
675,0,1
676,9,1
677,3,1
678,3,1
679,6,1
680,1,1
681,1,1
682,8,1
683,4,1
684,2,1
685,9,1
686,0,1
687,0,1
688,4,1
689,2,1
690,2,1
691,4,1
692,0,1
693,0,1
694,0,1
695,4,0
696,4,0
