node_id,feature_id,value
100,0,0.445801
100,1,0.301581
100,2,0.205052
100,3,0.582122
100,4,0.270839
100,5,0.513962
100,6,0.445801
1000012,1,0.351844
1000012,7,0.421797
1000012,8,0.679142
1000012,9,0.628971
1000012,10,0.54945
1000012,11,0.287434
100003,12,0.321213
100003,13,0.341554
100003,14,0.290833
100003,15,0.209182
100003,16,0.155453
100003,17,0.150997
100003,18,0.509357
100003,19,0.240704
100009,20,0.890193
100009,21,1.7364
1000200,22,0.523145
1000200,23,0.559001
1000200,24,0.491911
1000200,25,0.519804
100033,17,0.201329
100033,19,0.320939
100033,26,0.408601
100033,27,0.223209
100033,28,0.372667
100033,29,0.423896
100035,26,0.612901
100035,30,0.480641
100035,31,0.285722
100035,32,0.407702
100050,26,0.612901
100050,30,0.480641
100050,33,0.72469
100050,34,0.943456
1000607,31,0.16327
1000607,35,0.302944
1000607,36,0.470957
1000607,37,0.382416
1000607,38,0.582122
1000607,39,0.513962
1000607,40,0.582122
1000609,41,0.148353
1000609,42,1.01871
1000609,43,0.653114
1000609,44,0.943456
100066,45,0.311823
100066,46,0.208565
100066,47,0.0730023
100066,48,0.470957
100066,49,0.461394
100066,50,0.262401
100066,51,0.210554
100087,52,0.290833
100087,53,0.352448
100087,54,0.317922
100087,55,0.263883
100087,56,0.421985
100087,57,0.449716
100087,58,0.449716
100087,59,0.314819
100091,32,0.232973
100091,60,0.28407
100091,61,0.410105
100091,62,0.539118
100091,63,0.25994
100091,64,0.453109
100091,65,0.582122
100092,27,0.148806
100092,66,0.301458
100092,67,0.322085
100092,68,0.346734
100092,69,0.31897
100092,70,0.274755
100092,71,0.256825
100092,72,0.385866
100092,73,0.419314
100166,47,0.0365011
100166,74,0.256981
100166,75,0.241134
100166,76,0.235479
100166,77,0.291061
100166,78,0.115283
100166,79,0.138212
100166,80,0.291061
100166,81,0.136253
100166,82,0.235479
100166,83,0.199721
100166,84,0.291061
100166,85,0.211494
100166,86,0.256981
1001751,30,0.192256
1001751,47,0.0511016
1001751,87,0.292872
1001751,88,0.407485
1001751,89,0.204143
1001751,90,0.242164
1001751,91,0.170564
1001751,92,0.264349
1001751,93,0.259773
1001751,94,0.181004
1001878,95,1.88691
1001878,96,0.985525
100197,32,0.407702
100197,51,0.36847
100197,97,0.435604
100197,98,0.555899
100306,47,0.102203
100306,99,0.614971
100306,100,0.522491
100306,101,0.480551
100306,102,0.754765
100336,33,0.483127
100336,41,0.0989017
100336,103,0.679142
100336,104,0.263682
100336,105,0.466017
100336,106,0.408601
100351,107,0.389082
100351,108,0.351062
100351,109,0.39041
100351,110,0.276647
100351,111,0.417775
100351,112,0.315027
100354,107,0.466898
100354,108,0.421274
100354,113,0.511268
100354,114,0.513941
100354,115,0.645951
1003544,31,0.126987
1003544,46,0.162217
1003544,47,0.0567796
1003544,116,0.239531
1003544,117,0.385866
1003544,118,0.293721
1003544,119,0.310678
1003544,120,0.305848
1003544,121,0.218627
100373,41,0.0989017
100373,47,0.0851693
100373,122,0.679142
100373,123,0.252093
100373,124,0.340912
100373,125,0.398935
1003853,16,0.155453
1003853,126,0.28619
1003853,127,0.434099
1003853,128,0.322936
1003853,129,0.434099
1003853,130,0.263296
1003853,131,0.309099
1003853,132,0.260453
1003936,25,0.231024
1003936,32,0.181201
1003936,133,0.173812
1003936,134,0.134614
1003936,135,0.217509
1003936,136,0.256825
1003936,137,0.310678
1003936,138,0.234563
1003936,139,0.31897
100400,41,0.0989017
100400,47,0.0851693
100400,140,0.430582
100400,141,0.578799
100400,142,0.419758
100400,143,0.410345
10045,17,0.109816
10045,24,0.178877
10045,83,0.254191
10045,94,0.329097
10045,134,0.110139
10045,144,0.206865
10045,145,0.263524
10045,146,0.246648
10045,147,0.215208
10045,148,0.208791
100476,41,0.0741763
100476,47,0.063877
100476,149,0.509357
100476,150,0.326557
100476,151,0.509357
100476,152,0.299201
100476,153,0.238074
100476,154,0.434099
100477,11,0.156782
100477,134,0.110139
100477,153,0.173145
100477,155,0.137722
100477,156,0.327067
100477,157,0.266248
100477,158,0.449599
100477,159,0.15182
100477,160,0.236157
100477,161,0.275769
100478,32,0.232973
100478,47,0.0730023
100478,162,0.256586
100478,163,0.315933
100478,164,0.22908
100478,165,0.3671
100478,166,0.399443
1004782,2,0.239228
1004782,41,0.0989017
1004782,114,0.428284
1004782,167,0.398935
1004782,168,0.223076
1004782,169,0.452188
100479,32,0.326162
100479,164,0.320712
100479,165,0.513941
100479,170,0.402079
100479,171,0.414971
100480,96,0.281578
100480,153,0.272084
100480,157,0.418389
100480,172,0.3671
100480,173,0.482269
100480,174,0.382416
100480,175,0.406343
100481,47,0.0730023
100481,150,0.373208
100481,157,0.418389
100481,172,0.3671
100481,176,0.377641
100481,177,0.275977
100481,178,0.290494
1005121,41,0.0847729
1005121,47,0.0730023
1005121,91,0.243662
1005121,179,0.297031
1005121,180,0.356438
1005121,181,0.470957
1005121,182,0.339412
1005617,16,0.155453
1005617,17,0.150997
1005617,35,0.265076
1005617,183,0.281097
1005617,184,0.509357
1005617,185,0.172971
1005617,186,0.471728
1005617,187,0.374459
100578,188,0.388904
100578,189,0.814971
100578,190,0.482419
100578,191,0.542625
100578,192,0.814971
100608,41,0.0659345
100608,47,0.0567796
100608,134,0.134614
100608,155,0.168327
100608,193,0.281198
100608,194,0.316045
100608,195,0.248445
100608,196,0.210974
100608,197,0.263031
10061,17,0.150997
10061,71,0.288928
10061,100,0.326557
10061,198,0.300344
10061,199,0.390076
10061,200,0.362345
10061,201,0.384357
10061,202,0.403719
10062,2,0.143537
10062,47,0.0511016
10062,199,0.312061
10062,203,0.221752
10062,204,0.264349
10062,205,0.275263
10062,206,0.209713
10062,207,0.144954
10062,208,0.221752
10062,209,0.187346
10063,41,0.0847729
10063,208,0.316789
10063,209,0.267637
10063,210,0.470957
10063,211,0.375385
10063,212,0.379983
10063,213,0.255936
1006335,177,0.24148
1006335,214,0.243875
1006335,215,0.509357
1006335,216,0.362345
1006335,217,0.317922
1006335,218,0.509357
1006335,219,0.384357
1006335,220,0.434099
100648,221,0.547295
100648,222,0.839517
100648,223,0.948135
100665,41,0.0989017
100665,47,0.0851693
100665,224,0.538292
100665,225,0.455405
100665,226,0.578799
100665,227,0.367604
100688,41,0.0989017
100688,168,0.223076
100688,221,0.273647
100688,228,0.251698
100688,229,0.628971
100688,230,0.483127
10070,41,0.0847729
10070,47,0.0730023
10070,78,0.230565
10070,231,0.301581
10070,232,0.384949
10070,233,0.453109
10070,234,0.301581
10071,41,0.0494509
10071,47,0.0425847
10071,132,0.173636
10071,135,0.163132
10071,235,0.339571
10071,236,0.341591
10071,237,0.237034
10071,238,0.195881
10071,239,0.207922
10071,240,0.216478
10071,241,0.217705
10072,236,1.02477
10072,242,1.40979
1007281,31,0.228577
1007281,243,0.496758
1007281,244,0.408286
1007281,245,0.585745
1007281,246,0.592182
1007393,135,0.279655
1007393,172,0.3671
1007393,247,0.414109
1007393,248,0.3671
1007393,249,0.375385
1007393,250,0.371105
1007393,251,0.375385
1007409,116,0.239531
1007409,206,0.233014
1007409,207,0.16106
1007409,232,0.299405
1007409,252,0.557034
1007409,253,0.245069
1007409,254,0.254391
1007409,255,0.284038
1007430,41,0.0741763
1007430,47,0.063877
1007430,170,0.251299
1007430,256,0.314819
1007430,257,0.328462
1007430,258,0.355551
1007430,259,0.509357
1007430,260,0.274974
100816,41,0.0989017
100816,47,0.0851693
100816,261,0.54945
100816,262,0.679142
100816,263,0.538292
100816,264,0.348014
100828,47,0.0567796
